"","prod","title","author","date","review_format","stars","comments","n_helpful"
"674","Venom","Great","Christopher","January 9, 2019","Format: Prime VideoVerified Purchase",5,"Hilarious",NA
"675","Venom","Good","Amazon Customer","February 4, 2019","Format: Prime VideoVerified Purchase",5,"Good Movie",NA
"676","Venom","Excellent","CLAUDE H BARRON JR","December 31, 2018","Verified Purchase",4,"Excellent",NA
"677","Venom","Tom hardy","Kingj","February 22, 2019","Format: Prime VideoVerified Purchase",5,"Funny",NA
"678","Venom","Great","Amazon Customer","January 31, 2019","Format: Prime VideoVerified Purchase",4,"Great",NA
"679","Venom","I liked this movie","debra Williams","December 26, 2018","Verified Purchase",5,"Good movie",NA
"680","Venom","Fun movie","dolphi3451","December 30, 2018","Format: Prime VideoVerified Purchase",3,"Fun movie",NA
"681","Venom","Funny","christina stahlin","February 10, 2019","Format: Prime VideoVerified Purchase",4,"Very good would rent again",NA
"682","Venom","Good","Julie","January 20, 2019","Format: Blu-rayVerified Purchase",5,"Goid",NA
"683","Venom","Quality","jesdewit","January 7, 2019","Verified Purchase",5,"Love it",NA
"684","Venom","Marvel","Amazon Customer","January 24, 2019","Format: Prime VideoVerified Purchase",5,"Like it",NA
"685","Venom","Great Movie!","Keisha","December 24, 2018","Verified Purchase",5,"A Must See",NA
"686","Venom","Highly recommend.","Kendi Alverson","January 14, 2019","Format: Prime VideoVerified Purchase",5,"Great movie.  Fun to watch!",NA
"687","Venom","Funny","griffty","February 1, 2019","Verified Purchase",5,"Good",NA
"688","Venom","Good","victor williams","December 28, 2018","Verified Purchase",5,"Good 4K movie",NA
"689","Venom","Not good","Jason Miguel","December 27, 2018","Format: Prime VideoVerified Purchase",3,"Not really good. Hardy is not the best for the role",NA
"690","Venom","A","Yup","January 12, 2019","Format: Prime VideoVerified Purchase",4,"Movie",NA
"691","Venom","I do not spoil movies.","Andria-Neicohl","January 16, 2019","Verified Purchase",5,"<U+0001F44F><U+0001F44D>",NA
"692","Venom","Good","Troy Bivens","January 16, 2019","Format: Prime VideoVerified Purchase",5,"Good",NA
"693","Venom","Good movie","Patrick","February 2, 2019","Verified Purchase",4,"Good movie. So try line was a little slow.",NA
"694","Venom","Thanks","Sean Kelly","January 26, 2019","Format: Blu-rayVerified Purchase",4,"Thanks",NA
"695","Venom","Great","jReviews","January 27, 2019","Verified Purchase",5,"Great",NA
"696","Venom","Awesome","Daniel","December 30, 2018","Format: Prime VideoVerified Purchase",5,"Loved it.",NA
"697","Venom","Good movie","Sue W","January 6, 2019","Format: Prime VideoVerified Purchase",4,"Good movie",NA
"698","Venom","Cool movie","Nora K.","December 24, 2018","Format: Prime VideoVerified Purchase",5,"I enjoyed the movie.  Umm. When did venom become a good guy.  Animation was awesome",NA
"699","Venom","Entertaining","Tatiana Manning","December 27, 2018","Format: Prime VideoVerified Purchase",5,"Good movie",NA
"700","Venom","Movie","Eva","March 1, 2019","Verified Purchase",5,"Awso.e movie",NA
"701","Venom","Thanks","Amazon Customer","January 15, 2019","Format: Prime VideoVerified Purchase",5,"Thanks",NA
"702","Venom","awesome!","iggy","December 25, 2018","Verified Purchase",5,"awesome!",NA
"703","Venom","Ok","Jt","January 31, 2019","Format: Prime VideoVerified Purchase",4,"Ok",NA
"704","Venom","Good","Amazon Customer","January 22, 2019","Format: Prime VideoVerified Purchase",5,"Good",NA
"705","Venom","Good movie","Theresa","January 17, 2019","Format: Prime VideoVerified Purchase",5,"Was good",NA
"706","Venom","ok","crazy324","January 16, 2019","Format: Blu-rayVerified Purchase",5,"ok",NA
"707","Venom","Awesome movie","Troy Davis","January 7, 2019","Format: Blu-rayVerified Purchase",5,"Awesome movie",NA
"708","Venom","Movie","David Pfeifer","January 20, 2019","Format: Prime VideoVerified Purchase",4,"Movie",NA
"709","Venom","Great Story. Great Adventure. Loved it!","Michael Mclauchlan","January 6, 2019","Format: Prime VideoVerified Purchase",5,"I really enjoyed this movie. A different Kind of super power doing mostly good. As as I am  a scifi buff. I was completely entertained.",NA
"710","Venom","Love it","Stephanie ","January 4, 2019","Format: Prime VideoVerified Purchase",5,"Awesome movie!",NA
"711","Venom","Awesome movie","Amber Gardner","January 17, 2019","Format: Blu-rayVerified Purchase",5,"Got on time and son loves this movie",NA
"712","Venom","Full of action.","Arthur J. Stubblefield II","February 13, 2019","Format: Prime VideoVerified Purchase",5,"Good movie",NA
"713","Venom","Enjoyable action movie.","Julie Saucerman","January 15, 2019","Format: Prime VideoVerified Purchase",5,"It you want to watch a humorous action it is worth .",NA
"714","Venom","<U+0001F44D>","Draco Malvi","January 23, 2019","Format: Prime VideoVerified Purchase",5,"<U+0001F44D>",NA
"715","Venom","Love it","Shakena ","February 28, 2019","Format: Prime VideoVerified Purchase",5,"Great movie",NA
"716","Venom","Good show but there are some plot holes.","Jennifer L Mensink","January 7, 2019","Format: Prime VideoVerified Purchase",5,"I love Tom Hardy, I wish they would bring Taboo back. Entertaining movie a bit a confusion on why Venom suddenly cares but if you over look that it a fun popcorn movie to spend a few hours watching Tom Hardy limp around.",NA
"717","Venom","Entertaining","O. Durham","December 19, 2018","Format: Prime VideoVerified Purchase",4,"Good special effects but forget what you know about Venom from the comics",NA
"718","Venom","good","Amazon Customer","December 27, 2018","Format: Prime VideoVerified Purchase",4,"good",NA
"719","Venom","Awesome","Scott bowser","January 9, 2019","Verified Purchase",5,"Awesome movie",NA
"720","Venom","Love it!","Terrence L. Zabel","January 30, 2019","Format: Prime VideoVerified Purchase",5,"Love it!",NA
"721","Venom","Great movie","Conley","December 30, 2018","Format: Prime VideoVerified Purchase",5,"Great movie",NA
"722","Venom","Ok","Amazon Customer","March 2, 2019","Verified Purchase",5,"Ok",NA
"723","Venom","Good movie","patricia stott","December 30, 2018","Format: Prime VideoVerified Purchase",5,"Good",NA
"724","Venom","A must see for comic lovers!!!","Tracy Powell","February 27, 2019","Verified Purchase",5,"Over all great movie!!",NA
"725","Venom",":)","MICHAEL","January 6, 2019","Verified Purchase",5,":)",NA
"726","Venom","Movie sucked. Not Amazon's fault lol","Amazon Customer","January 28, 2019","Format: Prime VideoVerified Purchase",2,"Movie sucked",NA
"727","Venom","Great movie","Grmpy For'Life","December 25, 2018","Verified Purchase",4,"Awesome",NA
"728","Venom","Great rental","Emma","January 17, 2019","Format: Prime VideoVerified Purchase",5,"Love the movie",NA
"729","Venom","awesome","J18S","December 14, 2018","Format: Prime VideoVerified Purchase",5,"again",NA
"730","Venom","Improve the packing system","ahthimulan","January 15, 2019","Format: Blu-rayVerified Purchase",5,"Awesome, because its came with SLIP COVER... thank you... just a little bit of damage on cover, but its ok...",NA
"731","Venom","Best Marvel movie yet","Pieces Of April","January 31, 2019","Verified Purchase",5,"Can't wait for Venom 2!",NA
"732","Venom","Cute Super Hero Movie!!!!","Lee Gary","December 26, 2018","Format: Prime VideoVerified Purchase",5,"Liked it ! I think it was a good kids flick!",NA
"733","Venom","Loved it!!","Glenn Perkins","February 22, 2019","Format: Blu-rayVerified Purchase",5,"Fun movie!!",NA
"734","Venom","Who doesn't love Tom Hardy","Amazon Customer","January 19, 2019","Verified Purchase",5,"This movie is very entertaining",NA
"735","Venom","Good entertainment","Jason","December 19, 2018","Format: Prime VideoVerified Purchase",4,"Has good comedy",NA
"736","Venom","It's a very good movie","Steven Meyer","January 14, 2019","Verified Purchase",5,"Good movie",NA
"737","Venom","So so","Consumer","February 20, 2019","Format: Prime VideoVerified Purchase",3,"Could’ve been better",NA
"738","Venom","No Toby McGuire","Amazon Customer","February 8, 2019","Format: Blu-rayVerified Purchase",5,"Waited for this movie since I was 7. Was not disappointed",NA
"739","Venom","Movie","bobby dies","January 19, 2019","Format: Blu-rayVerified Purchase",5,"Watch",NA
"740","Venom","<U+0001F44D>","Jeff B","December 23, 2018","Format: Prime VideoVerified Purchase",4,"Fun movie",NA
"741","Venom","Good movie","Rick Gemelli","January 9, 2019","Format: Blu-rayVerified Purchase",5,"Good movies.  7 year olds favorite.",NA
"742","Venom","Great!","Amazon Customer","January 13, 2019","Verified Purchase",5,"Awesome movie",NA
"743","Venom","Amazing","amber","December 18, 2018","Format: Prime VideoVerified Purchase",5,"This movie is awesome!!!!",NA
"744","Venom","A must see!","Barbara B.","February 10, 2019","Format: Prime VideoVerified Purchase",4,"Good movie!",NA
"745","Venom","great film","kmvtyu","January 4, 2019","Verified Purchase",5,"What a blast !",NA
"746","Venom","<U+0001F44D><U+0001F44D>","Amazon Customer","December 29, 2018","Format: Prime VideoVerified Purchase",5,"Good",NA
"747","Venom","Great movie","Benjamin Thompson","December 24, 2018","Format: Prime VideoVerified Purchase",5,"Great movie",NA
"748","Venom","Really good","joneen sorrentino","January 13, 2019","Format: Prime VideoVerified Purchase",5,"Great",NA
"749","Venom","Overall great movie.","JackMack","December 31, 2018","Format: Prime VideoVerified Purchase",5,"Just another one of those movies that critics said was bad and I disagree. Movies exist to entertain you for a period of time not every film has to make you rethink life and the world around you sometimes they can just be cool. This movie was just that, cool.",NA
"750","Venom","The Critics Are Idiots the Fans Are Right!","Jane Riots","November 9, 2018","Format: Prime Video",5,"This movie is amazing. The critics gave it bad reviews for some reason, but as a big fan of Venom this movie is incredible. The story is pretty dark (but amazingly good dark). The voice and look of Venom is just so beautifully made. Tom Hardy was such a great fit for Eddie. The duality between Eddie and Venom is crazy good. You would be crazy not to watch this movie.",20
"751","Venom","Funny yet boring","Samantha ","December 30, 2018","Format: Prime VideoVerified Purchase",3,"Was expecting more from this movie...it was funny at times but mainly boring. Wait till you can RedBox it.",NA
"752","Venom","Quite funny","Scott Browning","January 28, 2019","Format: Prime VideoVerified Purchase",4,"I enjoyed it . It had some pretty funny scenes . I definitely recommend it",NA
"753","Venom","Great","Amanda","January 16, 2019","Format: Blu-rayVerified Purchase",5,"no concerns",NA
"754","Venom","Great Movie","Michael McCreary","December 27, 2018","Verified Purchase",5,"Great movie",NA
"755","Venom","Good quality","Sandra Hough","January 26, 2019","Format: DVDVerified Purchase",5,"Great movie",NA
"756","Venom","Don't waste your money renting this","Kimberley johns","January 4, 2019","Format: Prime VideoVerified Purchase",2,"I love Tom Hardy but the writing is terrible.",1
"757","Venom","Dvd","tammy morocco","January 10, 2019","Format: Blu-rayVerified Purchase",5,"Nice dvd",NA
"758","Venom","Disappointing","Brian L.","January 11, 2019","Format: Prime VideoVerified Purchase",2,"I didn't expect much out of this movie and I was still disappointed.",1
"759","Venom","<U+0001F44D><U+0001F3FB>","Justin Sturtz","February 1, 2019","Format: Prime VideoVerified Purchase",5,"A+++",NA
"760","Venom","Not bad","Justin Burns","January 19, 2019","Format: Blu-rayVerified Purchase",4,"Entertaining and funny at times, Tom Hardy played a decent character, the rest were wanting but overall decent if you don't go in with any expectations",NA
"761","Venom","Better than I expected","Shannie","December 30, 2018","Format: Prime VideoVerified Purchase",3,"Better than I expected",NA
"762","Venom","Good movie","sergio soto espino","December 14, 2018","Format: Prime VideoVerified Purchase",5,"Good movie",NA
"763","Venom","Loved it","Amazon Customer","January 19, 2019","Format: Prime VideoVerified Purchase",5,"Loved it",NA
"764","Venom","Digital is in both SD and HD","Ernie","February 13, 2019","Format: Blu-rayVerified Purchase",5,"The digital copy is I'm 2 forms SD and HD",NA
"765","Venom","Saturday date for married couple...? <U+0001F61C>","Angie","February 28, 2019","Format: Prime VideoVerified Purchase",5,"Good movie?",NA
"766","Venom","Good","Adedasfreak","January 7, 2019","Format: Prime VideoVerified Purchase",5,"Doesn't stick to the original story but really good",NA
"767","Venom","Fun","Paul novak","January 14, 2019","Format: Prime VideoVerified Purchase",5,"Very entertaining",NA
"768","Venom","Boring, repetitive, and inane","Publius","January 26, 2019","Format: Prime VideoVerified Purchase",1,"I found this moving boring, horribly acted, repetitive, and ultimately a waste of time.  YMMV",NA
"769","Venom","Good flick","Wolf","February 17, 2019","Format: Blu-rayVerified Purchase",5,"I really enjoyed this movie, it arrived the day it was supposed to and in totally normal condition.",NA
"770","Venom","good movie","louis polyi","January 24, 2019","Format: Prime VideoVerified Purchase",4,"Hopefully the next one is even better",NA
"771","Venom","Yeah!","well","January 24, 2019","Verified Purchase",5,"Awesome movie",NA
"772","Venom","Tom hardy is hot","Taylor perrault","February 8, 2019","Format: Prime VideoVerified Purchase",5,"I want to taste Tom Hardy’s venom",NA
"773","Venom","Worth watching","Brianne","January 5, 2019","Format: Prime VideoVerified Purchase",5,"Movie was great",NA
"774","Venom","<U+0001F44D>","chris carder","January 8, 2019","Format: Prime VideoVerified Purchase",5,"Good",NA
"775","Venom","OMG we loved this movie","Crystal","January 23, 2019","Format: Prime VideoVerified Purchase",5,"Was done really well and a very different story",NA
"776","Venom","Nice sidebar for the Marvel franchise","dan","December 13, 2018","Format: Prime VideoVerified Purchase",5,"Solid visual effects for the symbiotes; decent action scenes; witty banter between Brock and Venom, and excellent story: investigative reporter vs morally crooked CEO",NA
"777","Venom","Kinda funny.","Neyibeth Gonzalez","March 1, 2019","Format: Prime VideoVerified Purchase",3,"I couldn’t see it at the theaters , it could have been better.",NA
